id
1318476798666133504
1318469458277638144
1316558601738043392
1318463358610280448
1316618010681958401
1316571564318441472
1316622555357175809
1316556757578051586
1318465647349702656
1318462302539055105
1318459035063001088
1318455732358901761
1318415319002607616
1318454562051837953
1318431925204324354
1318419107180544000
1318486441106665473
1318532237579767814
1318534784176607232
1318534403866415104
1318534954284949504
1318534992289464321
1318569523813941248
1318601709619453953
1318616901896077313
1318655025980207105
1318682776892182528
1318809736247214080
1318969261553954817
1318443787149037568
1318405593044897794
1316810132370538496
1316810131267436544
1316810130244034560
1316810129048653830
1316810127509393408
1316810125777068032
NA
1
1318975608408264705
1319024780020871169
1319087752424517632
1319127518599757826
1319127398332465153
1319140584754393088
1319140411735216128
